path,extension,sizeBytes,lineCount,paragraphCount,modifiedAt,language,languageRatio,snippet
data/sections/S110.json,.json,18643,271,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S110"", ""title"": ""ويستشهد المستشرق البريطاني أندرسون على الفكر الاسلامي المتحضر والراقي كيف اثر في الشعوب ال"
data/sections/S111.json,.json,57250,673,1,2025-09-24T03:51:07.000Z,ar,0.77,"{ ""id"": ""S111"", ""title"": ""ب-: إن هذا الفارق المعيشي يؤدي الى التباغض والتباعد والفكري."", ""rows"": [ { ""id"
data/sections/S112.json,.json,20144,246,1,2025-09-24T03:51:07.000Z,ar,0.77,"{ ""id"": ""S112"", ""title"": ""مصير البشرية إذا ما تهاونت او تخلت عما كلفت به: -"", ""rows"": [ { ""id"": ""S112-00"
data/sections/S113.json,.json,46519,624,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S113"", ""title"": ""الإسلامافوبيا (التخوف من الإسلام): -"", ""rows"": [ { ""id"": ""S113-001"", ""or"
data/sections/S114.json,.json,3597,49,1,2025-09-24T03:51:07.000Z,ar,0.75,"{ ""id"": ""S114"", ""title"": ""أسس ومقومات الحضارة الإسلام: -"", ""rows"": [ { ""id"": ""S114-001"", ""original"
data/sections/S115.json,.json,35048,463,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S115"", ""title"": ""فتلك دعوة الاسلام وتلك مبادئه ومادته الحضارية المستقات من تعاليم رب السماء والأرض."", ""ro"
data/sections/S116.json,.json,80491,1235,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S116"", ""title"": ""وخلاصة القول: -"", ""rows"": [ { ""id"": ""S116-001"", ""original"": ""فحن نعتقد ا"
data/sections/S117.json,.json,56323,871,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S117"", ""title"": ""محاربة الاديان: -"", ""rows"": [ { ""id"": ""S117-001"", ""original"": ""إن من أعظ"
data/sections/S118.json,.json,37797,534,1,2025-09-24T03:51:07.000Z,ar,0.73,"{ ""id"": ""S118"", ""title"": ""أسلوب الخديعة والمكر في مواجهة الدين والفكر الإسلامي:-"", ""rows"": [ { ""id"": ""S1"
data/sections/S119.json,.json,14664,258,1,2025-09-24T03:51:07.000Z,ar,0.65,"{ ""id"": ""S119"", ""title"": ""حال الاسلام ومسلمين في عصرنا الحاضر: -"", ""rows"": [ { ""id"": ""S119-001"", """
data/sections/S120.json,.json,56282,857,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S120"", ""title"": ""اما من يبتعد عن تعاليم هذا الدين ويتبع هواه، عندها يكون إلهه هواه، فيزيغ عن الحق ويتخبط في"
data/sections/S121.json,.json,13924,211,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S121"", ""title"": ""إن العالم بحاجه الى الصحوة الإسلامية والنهضة من جديد لتخليص مما يحاك به."", ""rows"": ["
data/sections/S122.json,.json,14170,217,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S122"", ""title"": ""11- الدرر السنيه من موقع علوي بن عبد القادر السقاف"", ""rows"": [ { ""id"": ""S122-0"
data/sections/S123.json,.json,4626,37,1,2025-09-24T03:51:07.000Z,ar,0.86,"{ ""id"": ""S123"", ""title"": ""84: - الغرور والكبرياء الغريزي"", ""rows"": [ { ""id"": ""S123-001"", ""original"
